Friday,4 December 1903,7:12:42 pm,
Sunday,3 January 1904,6:47:18 am,
Monday,1 February 1904,5:33:00 pm,
Wednesday,2 March 1904,3:48:12 am,[/]
Thursday,31 March 1904,1:44:18 pm,[/][+]
Friday,29 April 1904,11:36:12 pm,
Sunday,29 May 1904,9:54:36 am,
Monday,27 June 1904,9:23:06 pm,
Wednesday,27 July 1904,10:41:48 am,
Friday,26 August 1904,2:02:00 am,
Saturday,24 September 1904,6:49:42 pm,[/]
Monday,24 October 1904,11:55:54 am,
Wednesday,23 November 1904,4:12:06 am,
Thursday,22 December 1904,7:00:54 pm,
Saturday,21 January 1905,8:14:00 am,
Sunday,19 February 1905,7:51:48 pm,[*]
Tuesday,21 March 1905,5:55:24 am,
Wednesday,19 April 1905,2:37:48 pm,
Thursday,18 May 1905,10:36:12 pm,
Saturday,17 June 1905,6:51:18 am,
Sunday,16 July 1905,4:31:30 pm,
Tuesday,15 August 1905,4:31:18 am,[*]
Wednesday,13 September 1905,7:09:54 pm,
Friday,13 October 1905,12:02:30 pm,
Sunday,12 November 1905,6:11:12 am,
Tuesday,12 December 1905,12:25:18 am,
Wednesday,10 January 1906,5:36:18 pm,
Friday,9 February 1906,8:45:30 am,[**]
Saturday,10 March 1906,9:17:06 pm,
Monday,9 April 1906,7:12:12 am,
Tuesday,8 May 1906,3:09:30 pm,
Wednesday,6 June 1906,10:11:30 pm,
Friday,6 July 1906,5:27:24 am,
Saturday,4 August 1906,1:59:36 pm,[**]
Monday,3 September 1906,12:36:18 am,
Tuesday,2 October 1906,1:48:24 pm,
Thursday,1 November 1906,5:45:48 am,
Saturday,1 December 1906,12:07:00 am,
Sunday,30 December 1906,7:43:42 pm,
Tuesday,29 January 1907,2:45:00 pm,[*]
Thursday,28 February 1907,7:22:42 am,
Friday,29 March 1907,8:44:18 pm,
Sunday,28 April 1907,7:04:36 am,
Monday,27 May 1907,3:17:42 pm,
Tuesday,25 June 1907,10:26:54 pm,
Thursday,25 July 1907,5:29:18 am,[*]
Friday,23 August 1907,1:15:00 pm,
Saturday,21 September 1907,10:33:36 pm,
Monday,21 October 1907,10:16:30 am,
Wednesday,20 November 1907,1:04:12 am,
Thursday,19 December 1907,6:54:54 pm,
Saturday,18 January 1908,2:36:42 pm,[/]
Monday,17 February 1908,10:05:12 am,
Wednesday,18 March 1908,3:28:18 am,
Thursday,16 April 1908,5:55:06 pm,
Saturday,16 May 1908,5:32:12 am,
Sunday,14 June 1908,2:55:06 pm,[/]
Monday,13 July 1908,10:47:42 pm,[/]
Wednesday,12 August 1908,5:58:42 am,
Thursday,10 September 1908,1:23:12 pm,
Friday,9 October 1908,10:03:12 pm,
Sunday,8 November 1908,8:57:54 am,
Monday,7 December 1908,10:43:54 pm,[/]
Wednesday,6 January 1909,3:12:30 pm,
Friday,5 February 1909,9:24:30 am,
Sunday,7 March 1909,3:55:30 am,
Monday,5 April 1909,9:28:06 pm,
Wednesday,5 May 1909,1:07:30 pm,
Friday,4 June 1909,2:24:30 am,[**]
Saturday,3 July 1909,1:17:06 pm,
Sunday,1 August 1909,10:13:42 pm,
Tuesday,31 August 1909,6:07:42 am,[+]
Wednesday,29 September 1909,2:05:12 pm,
Thursday,28 October 1909,11:06:54 pm,
Saturday,27 November 1909,9:51:42 am,[**]
Sunday,26 December 1909,10:29:42 pm,
Tuesday,25 January 1910,12:50:24 pm,
Thursday,24 February 1910,4:35:30 am,
Friday,25 March 1910,9:20:30 pm,
Sunday,24 April 1910,2:22:24 pm,
Tuesday,24 May 1910,6:38:48 am,[**]
Wednesday,22 June 1910,9:11:36 pm,
Friday,22 July 1910,9:36:42 am,
Saturday,20 August 1910,8:13:48 pm,
Monday,19 September 1910,5:52:12 am,
Tuesday,18 October 1910,3:24:18 pm,
Thursday,17 November 1910,1:24:54 am,[**]
Friday,16 December 1910,12:04:54 pm,
Saturday,14 January 1911,11:25:48 pm,
Monday,13 February 1911,11:37:12 am,
Wednesday,15 March 1911,12:58:06 am,
Thursday,13 April 1911,3:36:12 pm,
Saturday,13 May 1911,7:09:30 am,[/]
Sunday,11 June 1911,10:50:30 pm,
Tuesday,11 July 1911,1:53:06 pm,
Thursday,10 August 1911,3:54:30 am,
Friday,8 September 1911,4:56:18 pm,
Sunday,8 October 1911,5:11:00 am,
Monday,6 November 1911,4:47:54 pm,[/]
Wednesday,6 December 1911,3:51:42 am,
Thursday,4 January 1912,2:29:24 pm,
Saturday,3 February 1912,12:57:48 am,
Sunday,3 March 1912,11:41:36 am,
Monday,1 April 1912,11:04:18 pm,[*]
Wednesday,1 May 1912,11:19:06 am,
Friday,31 May 1912,12:29:12 am,[+]
Saturday,29 June 1912,2:33:30 pm,
Monday,29 July 1912,5:27:48 am,
Tuesday,27 August 1912,8:58:30 pm,
Thursday,26 September 1912,12:33:54 pm,[*]
Saturday,26 October 1912,3:30:18 am,
Sunday,24 November 1912,5:11:54 pm,
Tuesday,24 December 1912,5:30:00 am,
Wednesday,22 January 1913,4:39:48 pm,
Friday,21 February 1913,3:03:06 am,
Saturday,22 March 1913,12:55:48 pm,[**]
Sunday,20 April 1913,10:32:24 pm,
Tuesday,20 May 1913,8:17:54 am,
Wednesday,18 June 1913,6:53:18 pm,
Friday,18 July 1913,7:06:00 am,
Saturday,16 August 1913,9:26:36 pm,
Monday,15 September 1913,1:45:30 pm,[**]
Wednesday,15 October 1913,7:06:24 am,
Friday,14 November 1913,12:11:06 am,
Saturday,13 December 1913,4:00:00 pm,
Monday,12 January 1914,6:08:42 am,
Tuesday,10 February 1914,6:34:18 pm,
Thursday,12 March 1914,5:18:12 am,[*]
Friday,10 April 1914,2:27:54 pm,
Saturday,9 May 1914,10:30:24 pm,
Monday,8 June 1914,6:18:06 am,
Tuesday,7 July 1914,2:59:24 pm,
Thursday,6 August 1914,1:40:18 am,
Friday,4 September 1914,3:00:48 pm,[*]
Sunday,4 October 1914,6:58:30 am,
Tuesday,3 November 1914,12:48:18 am,
Wednesday,2 December 1914,7:20:12 pm,
Friday,1 January 1915,1:20:12 pm,
Sunday,31 January 1915,5:40:54 am,[/]
Monday,1 March 1915,7:32:24 pm,[/]
Wednesday,31 March 1915,6:37:24 am,[+]
Thursday,29 April 1915,3:19:06 pm,
Friday,28 May 1915,10:32:30 pm,
Sunday,27 June 1915,5:27:00 am,
Monday,26 July 1915,1:10:42 pm,[/]
Tuesday,24 August 1915,10:40:06 pm,[/]
Thursday,23 September 1915,10:34:48 am,
Saturday,23 October 1915,1:15:12 am,
Sunday,21 November 1915,6:36:00 pm,
Tuesday,21 December 1915,1:51:54 pm,
Thursday,20 January 1916,9:28:36 am,[*]
Saturday,19 February 1916,3:28:12 am,
Sunday,19 March 1916,6:26:18 pm,
Tuesday,18 April 1916,6:07:12 am,
Wednesday,17 May 1916,4:11:06 pm,
Thursday,15 June 1916,11:41:18 pm,
Saturday,15 July 1916,6:39:48 am,[*]
Sunday,13 August 1916,2:00:00 pm,
Monday,11 September 1916,10:30:30 pm,
Wednesday,11 October 1916,8:00:42 am,
Thursday,9 November 1916,9:17:42 pm,
Saturday,9 December 1916,1:43:24 pm,
Monday,8 January 1917,8:41:36 am,[**]
Wednesday,7 February 1917,4:28:06 am,
Thursday,8 March 1917,10:57:42 pm,
Saturday,7 April 1917,2:48:30 pm,
Monday,7 May 1917,4:42:54 am,
Tuesday,5 June 1917,3:06:24 pm,
Wednesday,4 July 1917,11:40:12 pm,[**]
Friday,3 August 1917,7:10:30 am,
Saturday,1 September 1917,2:28:12 pm,
Sunday,30 September 1917,9:30:48 pm,[+]
Tuesday,30 October 1917,7:18:48 am,
Wednesday,28 November 1917,7:41:00 pm,
Friday,28 December 1917,10:51:18 am,[**]
Sunday,27 January 1918,4:13:42 am,
Monday,25 February 1918,10:34:18 pm,
Wednesday,27 March 1918,4:32:24 pm,
Friday,26 April 1918,10:05:06 am,
Sunday,26 May 1918,12:32:12 am,
Monday,24 June 1918,12:37:54 pm,[*]
Tuesday,23 July 1918,10:34:24 pm,
Thursday,22 August 1918,7:01:54 am,
Friday,20 September 1918,2:00:42 pm,
Saturday,19 October 1918,10:34:24 pm,
Monday,18 November 1918,8:32:36 am,
Tuesday,17 December 1918,8:17:06 pm,[/]
Thursday,16 January 1919,9:44:00 am,
Saturday,15 February 1919,12:37:42 am,
Sunday,16 March 1919,4:40:42 pm,
Tuesday,15 April 1919,9:24:48 am,
Thursday,15 May 1919,2:00:54 am,[/]
Friday,13 June 1919,5:27:54 pm,
Sunday,13 July 1919,7:01:54 am,
Monday,11 August 1919,6:39:06 pm,
Wednesday,10 September 1919,4:54:00 am,
Thursday,9 October 1919,2:38:18 pm,
Saturday,8 November 1919,12:34:48 am,[*]
Sunday,7 December 1919,11:03:06 am,
Monday,5 January 1920,10:04:30 pm,
Wednesday,4 February 1920,9:42:00 am,
Thursday,4 March 1920,10:12:12 pm,
Saturday,3 April 1920,11:54:18 am,
Monday,3 May 1920,2:46:54 am,[**]
Tuesday,1 June 1920,6:17:48 pm,
Thursday,1 July 1920,9:40:18 am,
Saturday,31 July 1920,12:19:00 am,[+]
Sunday,29 August 1920,2:02:24 pm,
Tuesday,28 September 1920,2:56:18 am,
Wednesday,27 October 1920,3:08:36 pm,[**]
Friday,26 November 1920,2:42:00 am,
Saturday,25 December 1920,1:38:12 pm,
Monday,24 January 1921,12:07:30 am,
Tuesday,22 February 1921,10:31:54 am,
Wednesday,23 March 1921,9:18:24 pm,
Friday,22 April 1921,8:49:00 am,[**]
Saturday,21 May 1921,9:15:00 pm,
Monday,20 June 1921,10:40:54 am,
Wednesday,20 July 1921,1:07:18 am,
Thursday,18 August 1921,4:28:00 pm,
Saturday,17 September 1921,8:19:36 am,
Sunday,16 October 1921,11:59:12 pm,[*]
Tuesday,15 November 1921,2:38:48 pm,
Thursday,15 December 1921,3:50:12 am,
Friday,13 January 1922,3:36:06 pm,
Sunday,12 February 1922,2:17:00 am,
Monday,13 March 1922,12:14:00 pm,[/]
Tuesday,11 April 1922,9:43:12 pm,[/]
Thursday,11 May 1922,7:05:48 am,
Friday,9 June 1922,4:57:36 pm,
Sunday,9 July 1922,4:06:54 am,
Monday,7 August 1922,5:18:24 pm,
Wednesday,6 September 1922,8:46:54 am,
Friday,6 October 1922,1:58:00 am,[/]
Saturday,4 November 1922,7:36:12 pm,
Monday,4 December 1922,12:23:18 pm,
Wednesday,3 January 1923,3:33:12 am,
Thursday,1 February 1923,4:53:00 pm,
Saturday,3 March 1923,4:23:24 am,[*]
Sunday,1 April 1923,2:09:36 pm,
Monday,30 April 1923,10:30:06 pm,
Wednesday,30 May 1923,6:07:00 am,
Thursday,28 June 1923,2:04:06 pm,
Friday,27 July 1923,11:32:24 pm,
Sunday,26 August 1923,11:29:12 am,[*]
Tuesday,25 September 1923,2:15:36 am,
Wednesday,24 October 1923,7:26:06 pm,
Friday,23 November 1923,1:57:42 pm,
Sunday,23 December 1923,8:32:54 am,
Tuesday,22 January 1924,1:56:36 am,
Wednesday,20 February 1924,5:07:00 pm,[**]
Friday,21 March 1924,5:29:54 am,
Saturday,19 April 1924,3:10:30 pm,
Sunday,18 May 1924,10:52:18 pm,
Tuesday,17 June 1924,5:41:18 am,
Wednesday,16 July 1924,12:48:48 pm,
Thursday,14 August 1924,9:18:54 pm,[**]
Saturday,13 September 1924,7:59:42 am,
Sunday,12 October 1924,9:21:06 pm,
Tuesday,11 November 1924,1:30:30 pm,
Thursday,11 December 1924,8:03:18 am,
Saturday,10 January 1925,3:47:12 am,
Sunday,8 February 1925,10:48:54 pm,[*]
Tuesday,10 March 1925,3:20:42 pm,
Thursday,9 April 1925,4:32:36 am,
Friday,8 May 1925,2:42:30 pm,
Saturday,6 June 1925,10:47:36 pm,
Monday,6 July 1925,5:53:36 am,
Tuesday,4 August 1925,12:58:48 pm,[*]
Wednesday,2 September 1925,8:52:48 pm,
Friday,2 October 1925,6:22:42 am,
Saturday,31 October 1925,6:16:30 pm,
Monday,30 November 1925,9:10:48 am,
Wednesday,30 December 1925,3:01:18 am,
Thursday,28 January 1926,10:35:12 pm,[/]
Saturday,27 February 1926,5:50:36 pm,
Monday,29 March 1926,11:00:06 am,
Wednesday,28 April 1926,1:16:30 am,
Thursday,27 May 1926,12:48:30 pm,
Friday,25 June 1926,10:12:36 pm,[/]
Sunday,25 July 1926,6:13:12 am,[/]
Monday,23 August 1926,1:37:36 pm,
Tuesday,21 September 1926,9:18:54 pm,
Thursday,21 October 1926,6:15:00 am,
Friday,19 November 1926,5:20:54 pm,
Sunday,19 December 1926,7:08:36 am,[/]
Monday,17 January 1927,11:26:42 pm,
Wednesday,16 February 1927,5:17:54 pm,
Friday,18 March 1927,11:24:00 am,
Sunday,17 April 1927,4:35:12 am,
Monday,16 May 1927,8:02:36 pm,
Wednesday,15 June 1927,9:19:12 am,[**]
Thursday,14 July 1927,8:22:18 pm,
Saturday,13 August 1927,5:37:06 am,
Sunday,11 September 1927,1:53:42 pm,
Monday,10 October 1927,10:14:30 pm,
Wednesday,9 November 1927,7:36:00 am,
Thursday,8 December 1927,6:31:48 pm,[**]
Saturday,7 January 1928,7:07:36 am,
Sunday,5 February 1928,9:10:48 pm,
Tuesday,6 March 1928,12:26:48 pm,
Thursday,5 April 1928,4:38:12 am,
Friday,4 May 1928,9:11:42 pm,
Sunday,3 June 1928,1:13:18 pm,[**]
Tuesday,3 July 1928,3:48:24 am,
Wednesday,1 August 1928,4:30:24 pm,
Friday,31 August 1928,3:33:54 am,
Saturday,29 September 1928,1:42:24 pm,
Sunday,28 October 1928,11:43:12 pm,
Tuesday,27 November 1928,10:05:24 am,[**]
Wednesday,26 December 1928,8:54:36 pm,
Friday,25 January 1929,8:09:00 am,
Saturday,23 February 1929,7:58:30 pm,
Monday,25 March 1929,8:46:06 am,
Tuesday,23 April 1929,10:47:18 pm,
Thursday,23 May 1929,1:49:42 pm,[/]
Saturday,22 June 1929,5:14:54 am,
Sunday,21 July 1929,8:20:36 pm,
Tuesday,20 August 1929,10:42:12 am,
Thursday,19 September 1929,12:15:42 am,
Friday,18 October 1929,1:05:48 pm,
Sunday,17 November 1929,1:14:06 am,[/]
Monday,16 December 1929,12:38:06 pm,
Tuesday,14 January 1930,11:20:54 pm,
Thursday,13 February 1930,9:38:30 am,
Friday,14 March 1930,7:58:12 pm,
Sunday,13 April 1930,6:48:24 am,[*]
Monday,12 May 1930,6:29:12 pm,
Wednesday,11 June 1930,7:11:36 am,
Thursday,10 July 1930,9:01:00 pm,
Saturday,9 August 1930,11:57:30 am,
Monday,8 September 1930,3:47:42 am,
Tuesday,7 October 1930,7:55:30 pm,[*]
Thursday,6 November 1930,11:28:06 am,
Saturday,6 December 1930,1:39:48 am,
Sunday,4 January 1931,2:14:48 pm,
Tuesday,3 February 1931,1:25:48 am,
Wednesday,4 March 1931,11:35:54 am,
Thursday,2 April 1931,9:05:24 pm,[**]
Saturday,2 May 1931,6:14:18 am,
Sunday,31 May 1931,3:32:54 pm,[+]
Tuesday,30 June 1931,1:46:48 am,
Wednesday,29 July 1931,1:47:24 pm,
Friday,28 August 1931,4:09:24 am,
Saturday,26 September 1931,8:44:48 pm,[**]
Monday,26 October 1931,2:33:54 pm,
Wednesday,25 November 1931,8:09:48 am,
Friday,25 December 1931,12:23:24 am,
Saturday,23 January 1932,2:44:06 pm,
Monday,22 February 1932,3:07:18 am,
Tuesday,22 March 1932,1:37:18 pm,[*]
Wednesday,20 April 1932,10:27:00 pm,
Friday,20 May 1932,6:08:36 am,
Saturday,18 June 1932,1:38:00 pm,
Sunday,17 July 1932,10:06:12 pm,
Tuesday,16 August 1932,8:41:24 am,
Wednesday,14 September 1932,10:06:00 pm,[*]
Friday,14 October 1932,2:17:36 pm,
Sunday,13 November 1932,8:28:00 am,
Tuesday,13 December 1932,3:20:54 am,
Wednesday,11 January 1933,9:35:36 pm,
Friday,10 February 1933,2:00:24 pm,[/]
Sunday,12 March 1933,3:45:36 am,[/]
Monday,10 April 1933,2:37:36 pm,
Tuesday,9 May 1933,11:04:18 pm,
Thursday,8 June 1933,6:04:36 am,
Friday,7 July 1933,12:50:30 pm,
Saturday,5 August 1933,8:31:30 pm,[/]
Monday,4 September 1933,6:04:18 am,[/]
Tuesday,3 October 1933,6:07:36 pm,
Thursday,2 November 1933,8:59:12 am,
Saturday,2 December 1933,2:30:54 am,
Sunday,31 December 1933,9:53:54 pm,[+]
Tuesday,30 January 1934,5:31:24 pm,[*]
Thursday,1 March 1934,11:25:36 am,
Saturday,31 March 1934,2:14:30 am,
Sunday,29 April 1934,1:45:24 pm,
Monday,28 May 1934,10:41:18 pm,
Wednesday,27 June 1934,6:07:48 am,
Thursday,26 July 1934,1:08:30 pm,[*]
Friday,24 August 1934,8:36:42 pm,
Sunday,23 September 1934,5:18:48 am,
Monday,22 October 1934,4:01:00 pm,
Wednesday,21 November 1934,5:26:12 am,
Thursday,20 December 1934,9:53:12 pm,
Saturday,19 January 1935,4:44:12 pm,[**]
Monday,18 February 1935,12:17:06 pm,
Wednesday,20 March 1935,6:31:18 am,
Thursday,18 April 1935,10:09:36 pm,
Saturday,18 May 1935,10:57:00 am,
Sunday,16 June 1935,9:20:00 pm,
Tuesday,16 July 1935,6:00:24 am,[**]
Wednesday,14 August 1935,1:43:30 pm,
Thursday,12 September 1935,9:18:12 pm,
Saturday,12 October 1935,5:39:00 am,
Sunday,10 November 1935,3:41:42 pm,
Tuesday,10 December 1935,4:10:12 am,
Wednesday,8 January 1936,7:14:36 pm,[**]
Friday,7 February 1936,12:18:48 pm,
Sunday,8 March 1936,6:13:30 am,
Monday,6 April 1936,11:46:18 pm,
Wednesday,6 May 1936,4:01:06 pm,
Friday,5 June 1936,6:22:18 am,
Saturday,4 July 1936,6:34:24 pm,[*]
Monday,3 August 1936,4:47:12 am,
Tuesday,1 September 1936,1:37:18 pm,
Wednesday,30 September 1936,10:00:48 pm,[+]
Friday,30 October 1936,6:57:30 am,
Saturday,28 November 1936,5:11:48 pm,
Monday,28 December 1936,5:00:06 am,[/]
Tuesday,26 January 1937,6:15:18 pm,
Thursday,25 February 1937,8:43:12 am,
Saturday,27 March 1937,12:12:12 am,
Sunday,25 April 1937,4:23:30 pm,
Tuesday,25 May 1937,8:37:36 am,[/]
Wednesday,23 June 1937,11:59:30 pm,
Friday,23 July 1937,1:45:30 pm,
Sunday,22 August 1937,1:47:00 am,
Monday,20 September 1937,12:32:24 pm,
Tuesday,19 October 1937,10:47:24 pm,
Thursday,18 November 1937,9:09:30 am,[*]
Friday,17 December 1937,7:52:24 pm,
Sunday,16 January 1938,6:53:18 am,
Monday,14 February 1938,6:14:24 pm,
Wednesday,16 March 1938,6:15:06 am,
Thursday,14 April 1938,7:20:48 pm,
Saturday,14 May 1938,9:38:54 am,[**]
Monday,13 June 1938,12:47:00 am,
Tuesday,12 July 1938,4:04:30 pm,
Thursday,11 August 1938,6:56:48 am,
Friday,9 September 1938,9:08:06 pm,
Sunday,9 October 1938,10:37:00 am,
Monday,7 November 1938,11:23:24 pm,[**]
Wednesday,7 December 1938,11:22:06 am,
Thursday,5 January 1939,10:29:42 pm,
Saturday,4 February 1939,8:54:36 am,
Sunday,5 March 1939,7:00:24 pm,
Tuesday,4 April 1939,5:18:00 am,
Wednesday,3 May 1939,4:15:18 pm,[**]
Friday,2 June 1939,4:10:54 am,
Saturday,1 July 1939,5:16:00 pm,
Monday,31 July 1939,7:36:30 am,[+]
Tuesday,29 August 1939,11:08:36 pm,
Thursday,28 September 1939,3:27:00 pm,
Saturday,28 October 1939,7:41:36 am,[*]
Sunday,26 November 1939,10:54:18 pm,
Tuesday,26 December 1939,12:28:24 pm,
Thursday,25 January 1940,12:21:54 am,
Friday,23 February 1940,10:55:24 am,
Saturday,23 March 1940,8:33:12 pm,[/]
Monday,22 April 1940,6:36:54 am,[/]
Tuesday,21 May 1940,3:32:54 pm,
Thursday,20 June 1940,1:01:36 am,
Friday,19 July 1940,11:55:18 am,
Sunday,18 August 1940,1:02:24 am,
Monday,16 September 1940,4:40:42 pm,
Wednesday,16 October 1940,10:14:54 am,[/]
Friday,15 November 1940,4:23:12 am,
Saturday,14 December 1940,9:37:36 pm,
Monday,13 January 1941,1:04:00 pm,
Wednesday,12 February 1941,2:26:24 am,
Thursday,13 March 1941,1:46:42 pm,[*]
Friday,11 April 1941,11:15:00 pm,
Sunday,11 May 1941,7:15:18 am,
Monday,9 June 1941,2:34:00 pm,
Tuesday,8 July 1941,10:17:18 pm,
Thursday,7 August 1941,7:38:18 am,
Friday,5 September 1941,7:35:54 pm,[*]
Sunday,5 October 1941,10:32:12 am,
Tuesday,4 November 1941,3:59:42 am,
Wednesday,3 December 1941,10:50:54 pm,
Friday,2 January 1942,5:41:42 pm,
Sunday,1 February 1942,11:12:18 am,
Tuesday,3 March 1942,2:19:48 am,[**]
Wednesday,1 April 1942,2:32:12 pm,
Thursday,30 April 1942,11:59:30 pm,[+]
Saturday,30 May 1942,7:28:54 am,
Sunday,28 June 1942,2:09:18 pm,
Monday,27 July 1942,9:13:36 pm,
Wednesday,26 August 1942,5:46:06 am,[**]
Thursday,24 September 1942,4:34:06 pm,
Saturday,24 October 1942,6:05:18 am,
Sunday,22 November 1942,9:24:12 pm,
Tuesday,22 December 1942,4:03:06 pm,
Thursday,21 January 1943,11:47:48 am,
Saturday,20 February 1943,6:44:42 am,[*]
Sunday,21 March 1943,11:08:00 pm,
Tuesday,20 April 1943,1:10:30 pm,
Wednesday,19 May 1943,11:12:48 pm,
Friday,18 June 1943,7:14:00 am,
Saturday,17 July 1943,2:21:30 pm,
Sunday,15 August 1943,9:33:54 pm,[*]
Tuesday,14 September 1943,5:39:36 am,
Wednesday,13 October 1943,2:22:36 pm,
Friday,12 November 1943,2:26:36 am,
Saturday,11 December 1943,5:24:24 pm,
Monday,10 January 1944,11:09:18 am,
Wednesday,9 February 1944,6:29:30 am,[/]
Friday,10 March 1944,1:27:36 am,
Saturday,8 April 1944,7:21:36 pm,
Monday,8 May 1944,9:28:06 am,
Tuesday,6 June 1944,8:57:36 pm,
Thursday,6 July 1944,6:26:42 am,[/]
Friday,4 August 1944,2:39:12 pm,[/]
Saturday,2 September 1944,10:20:54 pm,
Monday,2 October 1944,5:21:42 am,
Tuesday,31 October 1944,2:35:24 pm,[+]
Thursday,30 November 1944,1:51:42 am,
Friday,29 December 1944,3:38:06 pm,[/]
Sunday,28 January 1945,7:41:06 am,
Tuesday,27 February 1945,1:06:42 am,
Wednesday,28 March 1945,6:44:24 pm,
Friday,27 April 1945,12:32:42 pm,
Sunday,27 May 1945,4:48:48 am,
Monday,25 June 1945,6:07:54 pm,[*]
Wednesday,25 July 1945,5:25:30 am,
Thursday,23 August 1945,3:02:54 pm,
Friday,21 September 1945,11:45:36 pm,
Sunday,21 October 1945,7:31:42 am,
Monday,19 November 1945,4:12:48 pm,
Wednesday,19 December 1945,3:17:24 am,[**]
Thursday,17 January 1946,3:46:30 pm,
Saturday,16 February 1946,5:27:48 am,
Sunday,17 March 1946,8:11:00 pm,
Tuesday,16 April 1946,12:47:00 pm,
Thursday,16 May 1946,4:52:30 am,
Friday,14 June 1946,8:41:36 pm,[**]
Sunday,14 July 1946,11:22:36 am,
Tuesday,13 August 1946,12:25:48 am,
Wednesday,11 September 1946,11:59:24 am,
Thursday,10 October 1946,9:40:24 pm,
Saturday,9 November 1946,8:10:12 am,
Sunday,8 December 1946,6:52:00 pm,[**]
Tuesday,7 January 1947,5:46:42 am,
Wednesday,5 February 1947,4:50:24 pm,
Friday,7 March 1947,4:15:06 am,
Saturday,5 April 1947,4:28:18 pm,
Monday,5 May 1947,6:53:12 am,
Tuesday,3 June 1947,10:26:42 pm,[*]
Thursday,3 July 1947,12:38:30 pm,
Saturday,2 August 1947,3:49:54 am,
Sunday,31 August 1947,6:34:00 pm,[+]
Tuesday,30 September 1947,8:40:48 am,
Wednesday,29 October 1947,9:06:48 pm,
Friday,28 November 1947,9:45:12 am,[/]
Saturday,27 December 1947,9:26:54 pm,
Monday,26 January 1948,8:11:24 am,
Tuesday,24 February 1948,6:15:36 pm,
Thursday,25 March 1948,4:10:06 am,
Friday,23 April 1948,3:28:18 pm,[*]
Sunday,23 May 1948,2:37:00 am,
Monday,21 June 1948,2:54:00 pm,
Wednesday,21 July 1948,4:31:00 am,
Thursday,19 August 1948,7:31:42 pm,
Saturday,18 September 1948,11:42:48 am,
Monday,18 October 1948,3:23:24 am,[/]
Tuesday,16 November 1948,7:31:24 pm,
Thursday,16 December 1948,10:10:54 am,
Friday,14 January 1949,10:59:30 pm,
Sunday,13 February 1949,10:08:12 am,
Monday,14 March 1949,8:02:48 pm,
Wednesday,13 April 1949,6:08:24 am,[**]
Thursday,12 May 1949,2:50:48 pm,
Friday,10 June 1949,11:45:12 pm,
Sunday,10 July 1949,9:41:06 am,
Monday,8 August 1949,9:33:12 pm,
Wednesday,7 September 1949,11:59:18 am,
Friday,7 October 1949,3:52:36 am,[**]
Saturday,5 November 1949,10:09:00 pm,
Monday,5 December 1949,4:13:30 pm,
Wednesday,4 January 1950,8:47:48 am,
Thursday,2 February 1950,11:16:06 pm,
Saturday,4 March 1950,11:33:48 am,
Sunday,2 April 1950,9:48:48 pm,[**]
Tuesday,2 May 1950,6:19:30 am,
Wednesday,31 May 1950,1:43:00 pm,[+]
Thursday,29 June 1950,8:58:06 pm,
Saturday,29 July 1950,5:17:36 am,
Sunday,27 August 1950,3:50:54 pm,
Tuesday,26 September 1950,5:21:24 am,[**]
Wednesday,25 October 1950,9:46:24 pm,
Friday,24 November 1950,4:14:06 pm,
Sunday,24 December 1950,11:22:54 am,
